,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket
4048,40000000,Universal Pictures,UK,Beeban Kidron,Comedy,40226215,Bridget Jones: The Edge of Reason,R,2004-11-19 00:00:00,108,5.9,Renée Zellweger,86030,Helen Fielding,2004,1,0.005655375,0
4050,15000000,New Line Cinema,USA,Sean McNamara,Family,10411980,Raise Your Voice,PG,2004-10-08 00:00:00,100,5.9,Hilary Duff,23974,Mitch Rotter,2004,0,-0.305868,-30
4051,47000000,2003 Productions,France,Jean-Pierre Jeunet,Drama,6167817,A Very Long Engagement,R,2005-01-14 00:00:00,133,7.7,Audrey Tautou,65330,Sébastien Japrisot,2004,0,-0.8687698510638298,-90
4052,30000000,Metro-Goldwyn-Mayer (MGM),USA,Paul McGuigan,Drama,12831121,Wicker Park,PG-13,2004-09-03 00:00:00,114,7.0,Josh Hartnett,47335,Gilles Mimouni,2004,0,-0.5722959666666667,-60
4053,25000000,Twentieth Century Fox Film Corporation,USA,Tim Story,Action,36611066,Taxi,PG-13,2004-10-06 00:00:00,97,4.4,Queen Latifah,35086,Luc Besson,2004,1,0.46444264,50
4055,60000000,Dimension Films,USA,Todd Phillips,Comedy,88237754,Starsky & Hutch,PG-13,2004-03-05 00:00:00,101,6.1,Ben Stiller,125648,William Blinn,2004,1,0.47062923333333334,50
4056,45000000,Twentieth Century Fox Film Corporation,USA,John Moore,Action,21009180,Flight of the Phoenix,PG-13,2004-12-17 00:00:00,113,6.1,Dennis Quaid,47448,Lukas Heller,2004,0,-0.5331293333333333,-50
4057,23000000,Alcon Entertainment,USA,Andy Cadiff,Comedy,12189514,Chasing Liberty,PG-13,2004-01-09 00:00:00,101,6.1,Mandy Moore,31901,Derek Guiley,2004,0,-0.4700211304347826,-50
4059,18000000,Fox 2000 Pictures,USA,Bart Freundlich,Adventure,16702864,Catch That Kid,PG,2004-02-06 00:00:00,91,5.2,Kristen Stewart,8514,Nikolaj Arcel,2004,0,-0.0720631111111111,-10
4060,31000000,Universal Pictures,UK,Richard Loncraine,Comedy,17001133,Wimbledon,PG-13,2004-09-17 00:00:00,98,6.3,Kirsten Dunst,54188,Adam Brooks,2004,0,-0.45157635483870967,-50
4061,3500000,Screen Gems,USA,Angela Robinson,Action,96793,D.E.B.S.,PG-13,2005-03-25 00:00:00,91,5.3,Sara Foster,12868,Angela Robinson,2004,0,-0.9723448571428571,-100
4062,25000000,New Line Cinema,USA,David R. Ellis,Action,32003620,Cellular,PG-13,2004-09-10 00:00:00,94,6.5,Kim Basinger,82822,Larry Cohen,2004,1,0.2801448,30
4064,27000000,Dimension Films,Netherlands,Renny Harlin,Crime,4480744,La isla maldita,R,2005-05-13 00:00:00,106,6.4,Val Kilmer,51913,Wayne Kramer,2004,0,-0.8340465185185185,-80
4065,22000000,Fox Searchlight Pictures,USA,David O. Russell,Comedy,12784713,I Heart Huckabees,R,2004-10-22 00:00:00,107,6.7,Jason Schwartzman,58556,David O. Russell,2004,0,-0.41887668181818183,-40
4066,35000000,Twentieth Century Fox Film Corporation,USA,Peter Hewitt,Animation,75369589,Garfield,PG,2004-06-11 00:00:00,80,5.0,Breckin Meyer,64907,Jim Davis,2004,1,1.1534168285714286,120
4068,11000000,Fox Searchlight Pictures,USA,Bill Condon,Biography,10214647,Kinsey,R,2005-01-07 00:00:00,118,7.1,Liam Neeson,44032,Bill Condon,2004,0,-0.07139572727272728,-10
4069,42000000,Revolution Studios,USA,Joseph Ruben,Drama,66641205,The Forgotten,PG-13,2004-09-24 00:00:00,91,5.8,Julianne Moore,59556,Gerald Di Pego,2004,1,0.5866953571428571,60
4070,19000000,Paramount Pictures,USA,Steven Brill,Adventure,58169327,Without a Paddle,PG-13,2004-08-20 00:00:00,95,5.9,Matthew Lillard,39199,Fred Wolf,2004,1,2.0615435263157895,210
4072,35000000,Miramax,USA,Kevin Smith,Comedy,25266129,Jersey Girl,PG-13,2004-03-26 00:00:00,102,6.2,Ben Affleck,57178,Kevin Smith,2004,0,-0.2781106,-30
4074,23000000,Focus Features,USA,Mira Nair,Drama,16136476,Vanity Fair,PG-13,2004-09-01 00:00:00,141,6.2,Reese Witherspoon,18147,Matthew Faulk,2004,0,-0.2984140869565217,-30
4075,12000000,Jet Tone Films,Hong Kong,Kar-Wai Wong,Drama,261481,2046,R,2004-09-29 00:00:00,129,7.5,Tony Chiu-Wai Leung,44039,Kar-Wai Wong,2004,0,-0.9782099166666667,-100
4076,16000000,Metro-Goldwyn-Mayer (MGM),USA,Jessy Terrero,Comedy,13922211,Soul Plane,R,2004-05-28 00:00:00,86,4.4,Dwayne Adway,19204,Bo Zenga,2004,0,-0.1298618125,-10
4077,57000000,Working Title Films,UK,Jonathan Frakes,Action,6768055,Thunderbirds,PG,2004-07-30 00:00:00,95,4.2,Bill Paxton,11740,Gerry Anderson,2004,0,-0.8812621929824561,-90
4078,50000000,Morgan Creek Productions,USA,Renny Harlin,Horror,41821986,Exorcist: The Beginning,R,2004-08-20 00:00:00,114,5.1,Stellan Skarsgård,29891,William Peter Blatty,2004,0,-0.16356028,-20
4079,8600000,Broken Lizard Industries,USA,Jay Chandrasekhar,Comedy,4992159,Club Dread,R,2004-02-27 00:00:00,104,5.7,Jay Chandrasekhar,24974,Jay Chandrasekhar,2004,0,-0.4195163953488372,-40
4080,24000000,DreamWorks,USA,Robert Luketic,Comedy,17071962,Win a Date with Tad Hamilton!,PG-13,2004-01-23 00:00:00,100,5.6,Kate Bosworth,23925,Victor Levin,2004,0,-0.28866825,-30
4081,40000000,Paramount Pictures,USA,Brian Robbins,Comedy,10387706,The Perfect Score,PG-13,2004-01-30 00:00:00,93,5.7,Scarlett Johansson,20826,Marc Hyman,2004,0,-0.74030735,-70
4082,5000000,United Artists,USA,Brian Dannelly,Comedy,8940582,Saved!,PG-13,2004-06-11 00:00:00,92,6.8,Jena Malone,41580,Brian Dannelly,2004,1,0.7881164,80
4083,100000000,Touchstone Pictures,USA,Joe Johnston,Action,67286731,Hidalgo,PG-13,2004-03-05 00:00:00,136,6.7,Viggo Mortensen,70672,John Fusco,2004,0,-0.32713269,-30
4084,500000,Whitewater Films,USA,Jacob Estes,Crime,603951,Mean Creek,R,2004-09-29 00:00:00,90,7.3,Rory Culkin,27763,Jacob Estes,2004,1,0.207902,20
4085,8000000,Screen Gems,USA,Chris Stokes,Drama,40066497,You Got Served,PG-13,2004-01-30 00:00:00,95,3.5,Omarion Grandberry,24154,Chris Stokes,2004,1,4.008312125,400
4086,60000000,Revolution Studios,USA,Joe Roth,Comedy,73780539,Christmas with the Kranks,PG,2004-11-24 00:00:00,99,5.2,Tim Allen,30985,John Grisham,2004,1,0.22967565,20
4087,58000000,New Line Cinema,USA,Brett Ratner,Action,28328132,After the Sunset,PG-13,2004-11-12 00:00:00,97,6.3,Pierce Brosnan,40092,Paul Zbyszewski,2004,0,-0.5115839310344827,-50
4088,40000000,Warner Bros.,USA,Joseph Kahn,Action,21215059,Torque,PG-13,2004-01-16 00:00:00,84,4.0,Martin Henderson,24682,Matt Johnson,2004,0,-0.469623525,-50
4090,23000000,Lions Gate Films,UK,Kevin Spacey,Biography,6318709,Beyond the Sea,PG-13,2004-12-29 00:00:00,118,6.7,Kevin Spacey,13453,Kevin Spacey,2004,0,-0.7252735217391304,-70
4091,15000000,Fine Line Features,USA,John Waters,Comedy,1339668,A Dirty Shame,NC-17,2004-09-24 00:00:00,89,5.1,Tracey Ullman,11124,John Waters,2004,0,-0.9106888,-90
4092,30000000,Warner Bros.,USA,Dennie Gordon,Comedy,14018364,New York Minute,PG,2004-05-07 00:00:00,100,4.9,Mary-Kate Olsen,18830,Emily Fox,2004,0,-0.5327212,-50
4093,30000000,Regency Enterprises,USA,Forest Whitaker,Comedy,9055010,First Daughter,PG,2004-09-24 00:00:00,100,5.0,Katie Holmes,18324,Jessica Bendinger,2004,0,-0.6981663333333333,-70
4094,18000000,Movision,USA,Michael Radford,Drama,3765585,The Merchant of Venice,R,2005-02-18 00:00:00,131,7.1,Al Pacino,31158,William Shakespeare,2004,0,-0.7908008333333333,-80
4095,20000000,New Line Cinema,UK,Jonathan Glazer,Drama,5005883,Birth,R,2004-10-29 00:00:00,100,6.1,Nicole Kidman,31210,Jean-Claude Carrière,2004,0,-0.74970585,-70
4096,5000000,Canal+ España,Spain,Pedro Almodóvar,Crime,5211842,Bad Education,NC-17,2005-02-11 00:00:00,106,7.5,Gael García Bernal,48212,Pedro Almodóvar,2004,1,0.0423684,0
4097,60000000,Paramount Pictures,UK,Charles Shyer,Comedy,13399812,Alfie,R,2004-11-05 00:00:00,103,6.2,Jude Law,45684,Bill Naughton,2004,0,-0.7766698,-80
4099,7000000,Pathé Pictures International,UK,Gurinder Chadha,Comedy,6601079,Bride & Prejudice,PG-13,2005-03-11 00:00:00,111,6.2,Martin Henderson,18188,Jane Austen,2004,0,-0.05698871428571429,-10
4100,50000000,Shangri-La Entertainment,USA,George Armitage,Comedy,6471394,The Big Bounce,PG-13,2004-01-30 00:00:00,88,4.9,Owen Wilson,16502,Elmore Leonard,2004,0,-0.87057212,-90
4101,26000000,Dylan Sellers Productions,USA,Kevin Allen,Action,23222861,Agent Cody Banks 2: Destination London,PG,2004-03-12 00:00:00,100,4.5,Frankie Muniz,12029,Jeffrey Jurgensen,2004,0,-0.10681303846153846,-10
4103,50000000,Miramax,USA,Peter Chelsom,Comedy,57890460,Shall We Dance,PG-13,2004-10-15 00:00:00,106,6.1,Richard Gere,37878,Masayuki Suo,2004,1,0.1578092,20
4104,107000000,Touchstone Pictures,USA,John Lee Hancock,Drama,22414961,The Alamo,PG-13,2004-04-09 00:00:00,137,6.0,Dennis Quaid,17664,Leslie Bohem,2004,0,-0.7905143831775701,-80
4105,55000000,Touchstone Pictures,USA,Jay Russell,Action,74541707,Ladder 49,PG-13,2004-10-01 00:00:00,115,6.5,Joaquin Phoenix,50406,Lewis Colick,2004,1,0.3553037636363636,40
4106,25000000,Screen Gems,USA,Dwight H. Little,Action,32238923,Anacondas: The Hunt for the Blood Orchid,PG-13,2004-08-27 00:00:00,97,4.6,Morris Chestnut,23961,Hans Bauer,2004,1,0.28955692,30
4107,50000000,Touchstone Pictures,USA,Garry Marshall,Comedy,37486138,Raising Helen,PG-13,2004-05-28 00:00:00,119,6.0,Kate Hudson,32370,Patrick J. Clifton,2004,0,-0.25027724,-30
4111,20000000,ApolloMedia Distribution,Germany,Bob Clark,Comedy,9109322,Superbabies: Baby Geniuses 2,PG,2004-08-27 00:00:00,88,2.0,Jon Voight,26818,Steven Paul,2004,0,-0.5445339,-50
4113,40000000,DreamWorks,USA,Barry Levinson,Comedy,12181484,Envy,PG-13,2004-04-30 00:00:00,99,4.8,Ben Stiller,27466,Steve Adams,2004,0,-0.6954629,-70
4114,40000000,Nine Yards Two Productions,USA,Howard Deutch,Comedy,16323969,The Whole Ten Yards,PG-13,2004-04-09 00:00:00,98,5.5,Bruce Willis,48262,Mitchell Kapner,2004,0,-0.591900775,-60
4115,20000000,Metro-Goldwyn-Mayer (MGM),UK,Irwin Winkler,Biography,13337299,De-Lovely,PG-13,2004-08-06 00:00:00,125,6.6,Kevin Kline,10018,Jay Cocks,2004,0,-0.33313505,-30
4117,4200000,Bazelevs Production,Russia,Timur Bekmambetov,Action,1487477,Night Watch,R,2006-03-03 00:00:00,114,6.5,Konstantin Khabenskiy,48808,Timur Bekmambetov,2004,0,-0.6458388095238096,-60
4118,7000000,Yash Raj Films,India,Yash Chopra,Drama,2921738,Veer-Zaara,NOT RATED,2004-11-12 00:00:00,192,7.9,Shah Rukh Khan,39916,Aditya Chopra,2004,0,-0.5826088571428572,-60
4119,50000000,Paramount Pictures,Germany,Philip Kaufman,Crime,25195050,Twisted,R,2004-02-27 00:00:00,97,5.2,Ashley Judd,18006,Sarah Thorp,2004,0,-0.496099,-50
4121,110000000,Walt Disney Pictures,USA,Will Finn,Animation,50030461,Home on the Range,PG,2004-04-02 00:00:00,76,5.4,Judi Dench,15266,Will Finn,2004,0,-0.5451776272727272,-50
4123,26000000,Not specified,USA,Paul Weitz,Comedy,45489752,In Good Company,PG-13,2005-01-14 00:00:00,100,6.5,Dennis Quaid,50314,Paul Weitz,2004,1,0.7496058461538462,70
4124,26000000,Twentieth Century Fox Film Corporation,USA,Joel Zwick,Comedy,48116322,Fat Albert,PG,2004-12-25 00:00:00,93,4.3,Kenan Thompson,9859,Bill Cosby,2004,1,0.8506277692307692,90
4126,12000000,Fox Searchlight Pictures,USA,Christopher Erskin,Comedy,31179516,Johnson Family Vacation,PG-13,2004-04-07 00:00:00,97,4.4,Cedric the Entertainer,6299,Todd R. Jones,2004,1,1.598293,160
4129,5000000,Motion Picture Corporation of America (MPCA),USA,Mick Garris,Horror,101107,Riding the Bullet,R,2005-02-03 00:00:00,100,5.2,Jonathan Jackson,7968,Mick Garris,2004,0,-0.9797786,-100
4131,19250000,Franchise Pictures,Germany,David Mamet,Action,4434432,Spartan,R,2004-03-12 00:00:00,102,6.6,Val Kilmer,27340,David Mamet,2004,0,-0.769639896103896,-80
4135,28000000,Deep River Productions,Ireland,Peter Howitt,Comedy,17848322,Las leyes de atracción,PG-13,2004-04-30 00:00:00,90,5.9,Pierce Brosnan,19776,Aline Brosh McKenna,2004,0,-0.36255992857142855,-40
4136,3000000,HBO Films,Colombia,Joshua Marston,Crime,6517198,Maria Full of Grace,R,2004-08-06 00:00:00,101,7.5,Catalina Sandino Moreno,31546,Joshua Marston,2004,1,1.1723993333333333,120
4138,8000000,40 Acres & A Mule Filmworks,USA,Spike Lee,Comedy,365134,She Hate Me,R,2004-07-30 00:00:00,138,5.3,Anthony Mackie,6600,Michael Genet,2004,0,-0.95435825,-100
4141,6000000,Bob Yari Productions,USA,David Duchovny,Comedy,371081,House of D,PG-13,2005-04-29 00:00:00,96,7.0,David Duchovny,7919,David Duchovny,2004,0,-0.9381531666666667,-90
4143,35000000,Revolution Studios,USA,Nick Hurran,Comedy,20422207,Little Black Book,PG-13,2004-08-06 00:00:00,111,5.3,Brittany Murphy,15844,Melissa Carter,2004,0,-0.41650837142857144,-40
4146,11000000,Les Films Alain Sarde,UK,Mike Leigh,Crime,3753806,Vera Drake,R,2005-02-04 00:00:00,125,7.7,Imelda Staunton,21213,Mike Leigh,2004,0,-0.6587449090909091,-70
4150,6500000,Eulogy Productions LLC,USA,Michael Clancy,Comedy,70527,Eulogy,R,2004-09-26 00:00:00,91,6.7,Ray Romano,7932,Michael Clancy,2004,0,-0.9891496923076923,-100
4151,26000000,Twentieth Century Fox Film Corporation,USA,Donald Petrie,Comedy,14469428,Welcome to Mooseport,PG-13,2004-02-20 00:00:00,110,5.2,Gene Hackman,11058,Doug Richardson,2004,0,-0.4434835384615385,-40
4154,27000000,Paramount Pictures,UK,E. Elias Merhige,Crime,8725813,Suspect Zero,R,2004-08-27 00:00:00,100,5.9,Aaron Eckhart,17171,Zak Penn,2004,0,-0.6768217407407408,-70
4155,50000,Ariztical Entertainment,USA,Q. Allan Brocka,Comedy,155212,Eating Out,UNRATED,2012-02-24 00:00:00,90,5.9,Scott Lunsford,5354,Q. Allan Brocka,2004,1,2.10424,210
4158,25000000,Lions Gate Films,Canada,Nick Hamm,Drama,14379751,Godsend,PG-13,2004-04-30 00:00:00,102,4.8,Robert De Niro,23154,Mark Bomback,2004,0,-0.42480996,-40
4163,18000000,Metro-Goldwyn-Mayer (MGM),USA,Kevin Rodney Sullivan,Comedy,65111277,Barbershop 2: Back in Business,PG-13,2004-02-06 00:00:00,106,5.7,Ice Cube,11281,Mark Brown,2004,1,2.617293166666667,260
4164,18000000,Serendipity Point Films,Canada,István Szabó,Comedy,7739049,"Julia, una mujer seductora",R,2005-02-18 00:00:00,104,7.0,Annette Bening,11052,W. Somerset Maugham,2004,0,-0.5700528333333333,-60
4166,3000000,Front Street Pictures,USA,John Curran,Drama,2037545,We Don't Live Here Anymore,R,2004-09-03 00:00:00,101,6.3,Mark Ruffalo,8531,Andre Dubus,2004,0,-0.3208183333333333,-30
4169,1000000,Kim Ki-Duk Film,South Korea,Ki-duk Kim,Crime,238507,3-Iron,R,2006-04-07 00:00:00,88,8.1,Seung-yeon Lee,41640,Ki-duk Kim,2004,0,-0.761493,-80
4170,30000000,Touchstone Pictures,USA,Charles Stone III,Comedy,21800302,Mr 3000,PG-13,2004-09-17 00:00:00,104,5.5,Bernie Mac,12740,Eric Champnella,2004,0,-0.2733232666666667,-30
4174,12000000,Lucky 7 Productions LLC,UK,Mick Davis,Biography,195378,Modigliani,R,2004-09-29 00:00:00,128,7.4,Andy Garcia,9098,Mick Davis,2004,0,-0.9837185,-100
4175,45000000,DreamWorks,USA,Mike Mitchell,Comedy,11663156,Surviving Christmas,PG-13,2004-10-22 00:00:00,91,5.3,Ben Affleck,18771,Deborah Kaplan,2004,0,-0.7408187555555555,-70
4176,20000000,Universal Pictures,USA,Michael Lembeck,Comedy,8054280,Connie and Carla,PG-13,2004-04-16 00:00:00,108,6.3,Nia Vardalos,7171,Nia Vardalos,2004,0,-0.597286,-60
4178,6500000,Hart-Sharp Entertainment,USA,Michael Mayer,Drama,1029872,A Home at the End of the World,R,2004-10-14 00:00:00,97,6.8,Colin Farrell,12420,Michael Cunningham,2004,0,-0.8415581538461538,-80
4179,20000000,4 Kids Entertainment,Japan,Hatsuki Tsuji,Animation,19762690,Yu-Gi-Oh!: The Movie,PG,2004-08-13 00:00:00,100,4.6,Dan Green,6776,Masahiro Hikokubo,2004,0,-0.0118655,0
4180,40000000,Rent Productions LLC,USA,Chris Columbus,Drama,29077547,Rent,PG-13,2005-11-23 00:00:00,135,7.0,Taye Diggs,43683,Stephen Chbosky,2005,0,-0.273061325,-30
4181,150000000,Warner Bros.,USA,Tim Burton,Adventure,206459076,Charlie and the Chocolate Factory,PG,2005-07-15 00:00:00,115,6.7,Johnny Depp,350762,Roald Dahl,2005,1,0.37639384,40
4182,150000000,Warner Bros.,UK,Mike Newell,Adventure,290013036,Harry Potter and the Goblet of Fire,PG-13,2005-11-18 00:00:00,157,7.7,Daniel Radcliffe,429209,Steve Kloves,2005,1,0.93342024,90
4183,150000000,Warner Bros.,USA,Christopher Nolan,Action,206852432,Batman Begins,PG-13,2005-06-15 00:00:00,152,8.3,Christian Bale,1075968,Bob Kane,2005,1,0.37901621333333335,40
4184,40000000,Universal Pictures,USA,Joss Whedon,Action,25514517,Serenity,PG-13,2005-09-30 00:00:00,119,7.9,Nathan Fillion,255155,Joss Whedon,2005,0,-0.362137075,-40
4185,54000000,Warner Bros.,USA,James McTeigue,Action,70511035,V for Vendetta,R,2006-03-17 00:00:00,132,8.2,Hugo Weaving,867117,Lilly Wachowski,2005,1,0.3057599074074074,30
4186,40000000,Dimension Films,USA,Frank Miller,Crime,74103820,Sin City,R,2005-04-01 00:00:00,124,8.0,Mickey Rourke,690034,Frank Miller,2005,1,0.8525955,90
4187,28000000,Focus Features,France,Joe Wright,Drama,38405088,Pride & Prejudice,PG,2005-11-23 00:00:00,129,7.8,Keira Knightley,209548,Jane Austen,2005,1,0.3716102857142857,40
4188,50000000,Touchstone Pictures,UK,Garth Jennings,Adventure,51085416,The Hitchhiker's Guide to the Galaxy,PG,2005-04-29 00:00:00,109,6.8,Martin Freeman,165212,Douglas Adams,2005,1,0.02170832,0
4189,14000000,Focus Features,USA,Ang Lee,Drama,83043761,Brokeback Mountain,R,2006-01-13 00:00:00,134,7.7,Jake Gyllenhaal,276758,Annie Proulx,2005,1,4.931697214285714,490
4190,40000000,New Line Cinema,USA,David Dobkin,Comedy,209218368,Wedding Crashers,R,2005-07-15 00:00:00,119,7.0,Owen Wilson,295346,Steve Faber,2005,1,4.2304592,420
4191,180000000,Walt Disney Pictures,USA,Andrew Adamson,Adventure,291709845,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",PG,2005-12-09 00:00:00,143,6.9,Tilda Swinton,310549,Ann Peacock,2005,1,0.62061025,60
4192,82000000,Paramount Pictures,USA,Peter Segal,Comedy,158119460,The Longest Yard,PG-13,2005-05-27 00:00:00,113,6.4,Adam Sandler,139788,Albert S. Ruddy,2005,1,0.9282860975609756,90
4193,4800000,Hostel LLC,USA,Eli Roth,Horror,47326473,Hostel,R,2006-01-06 00:00:00,94,5.9,Jay Hernandez,147832,Eli Roth,2005,1,8.859681875,890
4194,130000000,Twentieth Century Fox Film Corporation,USA,Ridley Scott,Action,47398413,Kingdom of Heaven,R,2005-05-06 00:00:00,144,7.2,Orlando Bloom,232742,William Monahan,2005,0,-0.635396823076923,-60
4195,113000000,Lucasfilm,USA,George Lucas,Action,380262555,Star Wars: Episode III - Revenge of the Sith,PG-13,2005-05-19 00:00:00,140,7.6,Hayden Christensen,570398,George Lucas,2005,1,2.365155353982301,240
4196,132000000,Paramount Pictures,USA,Steven Spielberg,Adventure,234280354,War of the Worlds,PG-13,2005-06-29 00:00:00,116,6.5,Tom Cruise,357995,Josh Friedman,2005,1,0.7748511666666666,80
4197,100000000,Warner Bros.,USA,Francis Lawrence,Drama,75976178,Constantine,R,2005-02-18 00:00:00,121,6.9,Keanu Reeves,253723,Jamie Delano,2005,0,-0.24023822,-20
4198,43000000,Twentieth Century Fox Film Corporation,Canada,Rob Bowman,Action,24409722,Elektra,PG-13,2005-01-14 00:00:00,97,4.8,Jennifer Garner,75843,Mark Steven Johnson,2005,0,-0.43233204651162793,-40
4199,28000000,Fox 2000 Pictures,USA,James Mangold,Biography,119519402,Walk the Line,PG-13,2005-11-18 00:00:00,136,7.9,Joaquin Phoenix,198923,Johnny Cash,2005,1,3.2685500714285713,330
4201,19000000,Metro-Goldwyn-Mayer (MGM),USA,Andrew Douglas,Drama,65233369,The Amityville Horror,R,2005-04-15 00:00:00,90,6.0,Ryan Reynolds,91483,Scott Kosar,2005,1,2.433335210526316,240
4202,70000000,Columbia Pictures Corporation,USA,Andy Tennant,Comedy,179495555,Hitch,PG-13,2005-02-11 00:00:00,118,6.6,Will Smith,259673,Kevin Bisch,2005,1,1.5642222142857143,160
4203,207000000,Universal Pictures,New Zealand,Peter Jackson,Action,218080025,King Kong,PG-13,2005-12-14 00:00:00,187,7.2,Naomi Watts,340976,Fran Walsh,2005,1,0.05352669082125604,10
4204,26000000,Universal Pictures,USA,Judd Apatow,Comedy,109449237,The 40-Year-Old Virgin,R,2005-08-19 00:00:00,116,7.1,Steve Carell,334507,Judd Apatow,2005,1,3.2095860384615387,320
4205,120000000,Regency Enterprises,USA,Doug Liman,Action,186336279,Mr. & Mrs. Smith,PG-13,2005-06-10 00:00:00,120,6.5,Brad Pitt,379073,Simon Kinberg,2005,1,0.552802325,60
4206,4000000,Twisted Pictures,USA,Darren Lynn Bousman,Horror,87039965,Saw II,R,2005-10-28 00:00:00,93,6.6,Donnie Wahlberg,201006,Leigh Whannell,2005,1,20.75999125,2080
4207,1500000,Samuel Goldwyn Films,USA,Noah Baumbach,Comedy,7362100,The Squid and the Whale,R,2005-12-16 00:00:00,81,7.4,Owen Kline,64252,Noah Baumbach,2005,1,3.9080666666666666,390
4208,7000000,Lions Gate Films,USA,Rob Zombie,Crime,17044981,The Devil's Rejects,R,2005-07-22 00:00:00,107,6.9,Sid Haig,80744,Rob Zombie,2005,1,1.4349972857142856,140
4209,40000000,Warner Bros.,USA,Tim Burton,Animation,53359111,Corpse Bride,PG,2005-09-23 00:00:00,77,7.4,Johnny Depp,205383,Tim Burton,2005,1,0.333977775,30
4210,35000000,Walt Disney Pictures,USA,Mike Mitchell,Adventure,63946815,Sky High,PG,2005-07-29 00:00:00,100,6.2,Kurt Russell,66438,Paul Hernandez,2005,1,0.8270518571428571,80
4211,126000000,DreamWorks,USA,Michael Bay,Action,35818913,The Island,PG-13,2005-07-22 00:00:00,136,6.9,Scarlett Johansson,275721,Caspian Tredwell-Owen,2005,0,-0.7157229126984127,-70
4212,15000000,Gold Circle Films,USA,Clare Kilner,Comedy,31726995,The Wedding Date,PG-13,2005-02-04 00:00:00,90,6.1,Dermot Mulroney,41497,Elizabeth Young,2005,1,1.115133,110
4214,88000000,Universal Pictures,USA,Ron Howard,Biography,61649911,Cinderella Man,PG-13,2005-06-03 00:00:00,144,8.0,Russell Crowe,156991,Cliff Hollingsworth,2005,0,-0.2994328295454545,-30
4215,72000000,Universal Pictures,USA,Sam Mendes,Action,62658220,Jarhead,R,2005-11-04 00:00:00,125,7.0,Jake Gyllenhaal,152251,William Broyles Jr.,2005,0,-0.12974694444444446,-10
4216,70000000,DreamWorks,France,Steven Spielberg,Crime,47403685,Munich,R,2006-01-06 00:00:00,164,7.6,Eric Bana,186355,Tony Kushner,2005,0,-0.3228045,-30
4217,53000000,Metro-Goldwyn-Mayer (MGM),USA,F. Gary Gray,Comedy,56046979,Be Cool,PG-13,2005-03-04 00:00:00,118,5.7,John Travolta,61786,Elmore Leonard,2005,1,0.057490169811320754,10
